Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Walked: 25 to 29 minutes,B08534_106,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_106,2022,2020,tract
Walked: 30 to 34 minutes,B08534_107,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_107,2022,2020,tract
Walked: 35 to 44 minutes,B08534_108,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_108,2022,2020,tract
Walked: 45 to 59 minutes,B08534_109,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_109,2022,2020,tract
Walked: 60 or more minutes,B08534_110,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_110,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: Total",B08534_111,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_111,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: Less than 10 minutes",B08534_112,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_112,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: 10 to 14 minutes",B08534_113,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_113,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: 15 to 19 minutes",B08534_114,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_114,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: 20 to 24 minutes",B08534_115,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_115,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: 25 to 29 minutes",B08534_116,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_116,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: 30 to 34 minutes",B08534_117,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_117,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: 35 to 44 minutes",B08534_118,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_118,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: 45 to 59 minutes",B08534_119,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_119,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means: 60 or more minutes",B08534_120,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_120,2022,2020,tract
Total,B08536_001,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_001,2022,2020,tract
"Car, truck, or van: Total",B08536_002,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_002,2022,2020,tract
"Car, truck, or van: Drove alone",B08536_003,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_003,2022,2020,tract
"Car, truck, or van: Carpooled: Total",B08536_004,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_004,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool",B08536_005,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_005,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool",B08536_006,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_006,2022,2020,tract
Public transportation (excluding taxicab): Total,B08536_007,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_007,2022,2020,tract
Walked,B08536_011,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_011,2022,2020,tract
"Taxicab, motorcycle, bicycle, or other means",B08536_012,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_012,2022,2020,tract
Total,B08412_001,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_001,2022,2020,tract
Less than 5 minutes,B08412_002,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_002,2022,2020,tract
5 to 9 minutes,B08412_003,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_003,2022,2020,tract
10 to 14 minutes,B08412_004,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_004,2022,2020,tract
15 to 19 minutes,B08412_005,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_005,2022,2020,tract
20 to 24 minutes,B08412_006,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_006,2022,2020,tract
25 to 29 minutes,B08412_007,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_007,2022,2020,tract
30 to 34 minutes,B08412_008,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_008,2022,2020,tract
35 to 39 minutes,B08412_009,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_009,2022,2020,tract
40 to 44 minutes,B08412_010,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_010,2022,2020,tract
45 to 59 minutes,B08412_011,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_011,2022,2020,tract
60 to 89 minutes,B08412_012,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_012,2022,2020,tract
90 or more minutes,B08412_013,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_013,2022,2020,tract
Population 16 years and over: Total,DP03_0001,Employment,American Community Survey,acs/acs5/profile,DP03_0001,2014,2010,tract
Population 16 years and over: In labor force,DP03_0002,Employment,American Community Survey,acs/acs5/profile,DP03_0002,2014,2010,tract
Population 16 years and over: In labor force: Civilian labor force,DP03_0003,Employment,American Community Survey,acs/acs5/profile,DP03_0003,2014,2010,tract
Population 16 years and over: In labor force: Civilian labor force: Employed,DP03_0004,Employment,American Community Survey,acs/acs5/profile,DP03_0004,2014,2010,tract
Population 16 years and over: In labor force: Civilian labor force: Unemployed,DP03_0005,Employment,American Community Survey,acs/acs5/profile,DP03_0005,2014,2010,tract
Population 16 years and over: In labor force: Armed Forces,DP03_0006,Employment,American Community Survey,acs/acs5/profile,DP03_0006,2014,2010,tract
Population 16 years and over: Not in labor force,DP03_0007,Employment,American Community Survey,acs/acs5/profile,DP03_0007,2014,2010,tract
Civilian employed population 16 years and over: Total,S2401_C01_001,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_001,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Total",S2401_C01_002,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_002,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Management, business, and financial occupations: Total",S2401_C01_003,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_003,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Management, business, and financial occupations: Management occupations",S2401_C01_004,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_004,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Management, business, and financial occupations: Business and financial operations occupations",S2401_C01_005,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_005,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Total",S2401_C01_006,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_006,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Computer and mathematical occupations",S2401_C01_007,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_007,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Architecture and engineering occupations",S2401_C01_008,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_008,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Computer, engineering, and science occupations: Life, physical, and social science occupations",S2401_C01_009,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_009,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Total",S2401_C01_010,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_010,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Community and social service occupations",S2401_C01_011,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_011,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Legal occupations",S2401_C01_012,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_012,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Educational instruction, and library occupations",S2401_C01_013,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_013,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Arts, design, entertainment, sports, and media occupations",S2401_C01_014,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_014,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Total",S2401_C01_015,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_015,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Health diagnosing and treating practitioners and other technical occupations",S2401_C01_016,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_016,2014,2010,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Health technologists and technicians",S2401_C01_017,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_017,2014,2010,tract
Civilian employed population 16 years and over: Service occupations: Total,S2401_C01_018,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_018,2014,2010,tract
Civilian employed population 16 years and over: Service occupations: Healthcare support occupations,S2401_C01_019,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_019,2014,2010,tract
Civilian employed population 16 years and over: Service occupations: Protective service occupations: Total,S2401_C01_020,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_020,2014,2010,tract
"Civilian employed population 16 years and over: Service occupations: Protective service occupations: Firefighting and prevention, and other protective service workers including supervisors",S2401_C01_021,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_021,2014,2010,tract
Civilian employed population 16 years and over: Service occupations: Protective service occupations: Law enforcement workers including supervisors,S2401_C01_022,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_022,2014,2010,tract
Civilian employed population 16 years and over: Service occupations: Food preparation and serving related occupations,S2401_C01_023,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_023,2014,2010,tract
Civilian employed population 16 years and over: Service occupations: Building and grounds cleaning and maintenance occupations,S2401_C01_024,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_024,2014,2010,tract
Civilian employed population 16 years and over: Service occupations: Personal care and service occupations,S2401_C01_025,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_025,2014,2010,tract
Civilian employed population 16 years and over: Sales and office occupations: Total,S2401_C01_026,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_026,2014,2010,tract
Civilian employed population 16 years and over: Sales and office occupations: Sales and related occupations,S2401_C01_027,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_027,2014,2010,tract
Civilian employed population 16 years and over: Sales and office occupations: Office and administrative support occupations,S2401_C01_028,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_028,2014,2010,tract
"Civilian employed population 16 years and over: Natural resources, construction, and maintenance occupations: Total",S2401_C01_029,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_029,2014,2010,tract
"Civilian employed population 16 years and over: Natural resources, construction, and maintenance occupations: Farming, fishing, and forestry occupations",S2401_C01_030,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_030,2014,2010,tract
"Civilian employed population 16 years and over: Natural resources, construction, and maintenance occupations: Construction and extraction occupations",S2401_C01_031,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_031,2014,2010,tract
"Civilian employed population 16 years and over: Natural resources, construction, and maintenance occupations: Installation, maintenance, and repair occupations",S2401_C01_032,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_032,2014,2010,tract
"Civilian employed population 16 years and over: Production, transportation, and material moving occupations: Total",S2401_C01_033,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_033,2014,2010,tract
"Civilian employed population 16 years and over: Production, transportation, and material moving occupations: Production occupations",S2401_C01_034,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_034,2014,2010,tract
"Civilian employed population 16 years and over: Production, transportation, and material moving occupations: Transportation occupations",S2401_C01_035,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_035,2014,2010,tract
"Civilian employed population 16 years and over: Production, transportation, and material moving occupations: Material moving occupations",S2401_C01_036,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_036,2014,2010,tract
Total,B08534_001,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_001,2014,2010,tract
Less than 10 minutes: All modes,B08534_002,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_002,2014,2010,tract
10 to 14 minutes: All modes,B08534_003,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_003,2014,2010,tract
15 to 19 minutes: All modes,B08534_004,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_004,2014,2010,tract
20 to 24 minutes: All modes,B08534_005,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_005,2014,2010,tract
25 to 29 minutes: All modes,B08534_006,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_006,2014,2010,tract
30 to 34 minutes: All modes,B08534_007,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_007,2014,2010,tract
35 to 44 minutes: All modes,B08534_008,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_008,2014,2010,tract
45 to 59 minutes: All modes,B08534_009,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_009,2014,2010,tract
60 or more minutes: All modes,B08534_010,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_010,2014,2010,tract
"Car, truck, or van: Total",B08534_011,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_011,2014,2010,tract
"Car, truck, or van: Less than 10 minutes",B08534_012,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_012,2014,2010,tract
"Car, truck, or van: 10 to 14 minutes",B08534_013,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_013,2014,2010,tract
"Car, truck, or van: 15 to 19 minutes",B08534_014,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_014,2014,2010,tract
"Car, truck, or van: 20 to 24 minutes",B08534_015,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_015,2014,2010,tract
"Car, truck, or van: 25 to 29 minutes",B08534_016,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_016,2014,2010,tract
"Car, truck, or van: 30 to 34 minutes",B08534_017,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_017,2014,2010,tract
"Car, truck, or van: 35 to 44 minutes",B08534_018,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_018,2014,2010,tract
"Car, truck, or van: 45 to 59 minutes",B08534_019,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_019,2014,2010,tract
"Car, truck, or van: 60 or more minutes",B08534_020,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_020,2014,2010,tract
"Car, truck, or van: Drove alone: Total",B08534_021,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_021,2014,2010,tract
"Car, truck, or van: Drove alone: Less than 10 minutes",B08534_022,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_022,2014,2010,tract
"Car, truck, or van: Drove alone: 10 to 14 minutes",B08534_023,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_023,2014,2010,tract
"Car, truck, or van: Drove alone: 15 to 19 minutes",B08534_024,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_024,2014,2010,tract
"Car, truck, or van: Drove alone: 20 to 24 minutes",B08534_025,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_025,2014,2010,tract
"Car, truck, or van: Drove alone: 25 to 29 minutes",B08534_026,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_026,2014,2010,tract
"Car, truck, or van: Drove alone: 30 to 34 minutes",B08534_027,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_027,2014,2010,tract
"Car, truck, or van: Drove alone: 35 to 44 minutes",B08534_028,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_028,2014,2010,tract
"Car, truck, or van: Drove alone: 45 to 59 minutes",B08534_029,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_029,2014,2010,tract
"Car, truck, or van: Drove alone: 60 or more minutes",B08534_030,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_030,2014,2010,tract
"Car, truck, or van: Carpooled: Total",B08534_031,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_031,2014,2010,tract
"Car, truck, or van: Carpooled: Less than 10 minutes",B08534_032,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_032,2014,2010,tract
"Car, truck, or van: Carpooled: 10 to 14 minutes",B08534_033,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_033,2014,2010,tract
"Car, truck, or van: Carpooled: 15 to 19 minutes",B08534_034,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_034,2014,2010,tract
"Car, truck, or van: Carpooled: 20 to 24 minutes",B08534_035,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_035,2014,2010,tract
"Car, truck, or van: Carpooled: 25 to 29 minutes",B08534_036,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_036,2014,2010,tract
"Car, truck, or van: Carpooled: 30 to 34 minutes",B08534_037,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_037,2014,2010,tract
"Car, truck, or van: Carpooled: 35 to 44 minutes",B08534_038,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_038,2014,2010,tract
"Car, truck, or van: Carpooled: 45 to 59 minutes",B08534_039,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_039,2014,2010,tract
"Car, truck, or van: Carpooled: 60 or more minutes",B08534_040,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_040,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: Total",B08534_041,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_041,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: Less than 10 minutes",B08534_042,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_042,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 10 to 14 minutes",B08534_043,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_043,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 15 to 19 minutes",B08534_044,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_044,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 20 to 24 minutes",B08534_045,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_045,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 25 to 29 minutes",B08534_046,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_046,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 30 to 34 minutes",B08534_047,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_047,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 35 to 44 minutes",B08534_048,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_048,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 45 to 59 minutes",B08534_049,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_049,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 60 or more minutes",B08534_050,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_050,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: Total",B08534_051,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_051,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: Less than 10 minutes",B08534_052,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_052,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 10 to 14 minutes",B08534_053,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_053,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 15 to 19 minutes",B08534_054,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_054,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 20 to 24 minutes",B08534_055,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_055,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 25 to 29 minutes",B08534_056,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_056,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 30 to 34 minutes",B08534_057,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_057,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 35 to 44 minutes",B08534_058,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_058,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 45 to 59 minutes",B08534_059,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_059,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 60 or more minutes",B08534_060,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_060,2014,2010,tract
Public transportation (excluding taxicab): Total,B08534_061,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_061,2014,2010,tract
Public transportation (excluding taxicab): Less than 10 minutes,B08534_062,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_062,2014,2010,tract
Public transportation (excluding taxicab): 10 to 14 minutes,B08534_063,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_063,2014,2010,tract
Public transportation (excluding taxicab): 15 to 19 minutes,B08534_064,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_064,2014,2010,tract
Public transportation (excluding taxicab): 20 to 24 minutes,B08534_065,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_065,2014,2010,tract
Public transportation (excluding taxicab): 25 to 29 minutes,B08534_066,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_066,2014,2010,tract
Public transportation (excluding taxicab): 30 to 34 minutes,B08534_067,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_067,2014,2010,tract
Public transportation (excluding taxicab): 35 to 44 minutes,B08534_068,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_068,2014,2010,tract
Public transportation (excluding taxicab): 45 to 59 minutes,B08534_069,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_069,2014,2010,tract
Public transportation (excluding taxicab): 60 or more minutes,B08534_070,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_070,2014,2010,tract
Public transportation (excluding taxicab): Bus: Total,B08534_071,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_071,2014,2010,tract
Public transportation (excluding taxicab): Bus: Less than 10 minutes,B08534_072,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_072,2014,2010,tract
Public transportation (excluding taxicab): Bus: 10 to 14 minutes,B08534_073,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_073,2014,2010,tract
Public transportation (excluding taxicab): Bus: 15 to 19 minutes,B08534_074,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_074,2014,2010,tract
Public transportation (excluding taxicab): Bus: 20 to 24 minutes,B08534_075,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_075,2014,2010,tract
Public transportation (excluding taxicab): Bus: 25 to 29 minutes,B08534_076,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_076,2014,2010,tract
Public transportation (excluding taxicab): Bus: 30 to 34 minutes,B08534_077,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_077,2014,2010,tract
